case_id,sku,sku_name,category,supplier,supplier_name,platform,language,region,amount,date,similarity,same_item,defect_tags,defect_description,consistency,outcome,mode
RG-000969,UCI-21199,PINK  HEART CONFETTI IN TUBE,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,20.16,2012-02-04,0.889,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000970,UCI-D,Discount,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,70.01,2012-02-07,0.875,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000971,UCI-20801,LARGE PINK GLASS SUNDAE DISH,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,12.0,2012-02-03,0.954,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000972,UCI-22890,NOVELTY BISCUITS CAKE STAND 3 TIER,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,19.9,2011-12-14,0.928,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000973,UCI-21314,SMALL GLASS HEART TRINKET POT,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,2.1,2026-08-12,0.911,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000974,UCI-22423,REGENCY CAKESTAND 3 TIER,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,102.0,2012-02-28,0.876,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000975,UCI-22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,2.95,2012-02-24,0.943,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000976,UCI-22837,HOT WATER BOTTLE BABUSHKA ,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,153.0,2012-01-21,0.94,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000977,UCI-AMAZONFEE,AMAZON FEE,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,5225.03,2012-03-10,0.957,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000978,UCI-22357,KINGS CHOICE BISCUIT TIN,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.25,2011-12-01,0.868,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000979,UCI-21232,STRAWBERRY CERAMIC TRINKET BOX,饰品配件,S7,锐捷制造,UCI-Retail,en,Spain,2.5,2012-02-28,0.871,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000980,UCI-22960,JAM MAKING SET WITH JARS,饰品配件,S7,锐捷制造,UCI-Retail,en,Germany,4.25,2012-01-14,0.964,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000981,UCI-22776,SWEETHEART CAKESTAND 3 TIER,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,9.95,2011-11-26,0.929,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000982,UCI-22180,RETROSPOT LAMP,3C数码,S7,锐捷制造,UCI-Retail,en,United Kingdom,9.95,2011-12-01,0.916,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000983,UCI-22991,GIRAFFE WOODEN RULER,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,11.7,2012-03-17,0.932,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000984,UCI-M,Manual,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,87.36,2026-07-20,0.892,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000985,UCI-22791,T-LIGHT GLASS FLUTED ANTIQUE,3C数码,S7,锐捷制造,UCI-Retail,en,United Kingdom,3.18,2012-03-02,0.864,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000986,UCI-22384,LUNCH BAG PINK POLKADOT,服饰鞋包,S7,锐捷制造,UCI-Retail,en,United Kingdom,3.3,2012-03-15,0.955,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000987,UCI-22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,服饰鞋包,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.95,2011-12-09,0.957,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000988,UCI-22795,SWEETHEART RECIPE BOOK STAND,饰品配件,S7,锐捷制造,UCI-Retail,en,EIRE,67.5,2011-12-13,0.953,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000989,UCI-22457,NATURAL SLATE HEART CHALKBOARD ,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,35.4,2011-12-09,0.873,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000990,UCI-22627,MINT KITCHEN SCALES,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,8.5,2011-12-01,0.954,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000991,UCI-22184,CAKE STAND VICTORIAN FILIGREE LARGE,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,8.5,2011-11-28,0.874,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000992,UCI-22710,WRAP I LOVE LONDON ,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,10.5,2012-03-17,0.968,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000993,UCI-BANK CHARGES,Bank Charges,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,56.93,2012-03-10,0.918,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000994,UCI-22301,COFFEE MUG CAT + BIRD DESIGN,小家电,S7,锐捷制造,UCI-Retail,en,France,7.65,2012-01-18,0.942,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000995,UCI-22359,GLASS JAR KINGS CHOICE,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,5.9,2012-01-14,0.891,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000996,UCI-22138,BAKING SET 9 PIECE RETROSPOT ,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.95,2011-12-12,0.89,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000997,UCI-22945,CHRISTMAS METAL TAGS ASSORTED ,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,5.1,2012-03-10,0.873,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000998,UCI-M,Manual,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,165.29,2026-08-11,0.877,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-000999,UCI-84228,HEN HOUSE W CHICK STANDING,小家电,S7,锐捷制造,UCI-Retail,en,Germany,0.42,2012-03-20,0.927,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001000,UCI-22654,DELUXE SEWING KIT ,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,17.85,2012-01-21,0.886,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001001,UCI-21534,DAIRY MAID LARGE MILK JUG,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.95,2012-03-23,0.86,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001002,UCI-22456,NATURAL SLATE CHALKBOARD LARGE ,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,14.85,2012-03-23,0.944,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001003,UCI-84949,SILVER HANGING T-LIGHT HOLDER,3C数码,S7,锐捷制造,UCI-Retail,en,United Kingdom,3.3,2011-12-08,0.863,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001004,UCI-22699,ROSES REGENCY TEACUP AND SAUCER ,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,2.95,2012-01-19,0.9,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001005,UCI-22960,JAM MAKING SET WITH JARS,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,7.5,2012-01-07,0.962,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001006,UCI-47566,PARTY BUNTING,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.95,2012-02-23,0.905,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001007,UCI-22149,FELTCRAFT 6 FLOWER FRIENDS,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,2.1,2012-01-14,0.955,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001008,UCI-21314,SMALL GLASS HEART TRINKET POT,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,2.1,2026-06-30,0.95,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001009,UCI-22960,JAM MAKING SET WITH JARS,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.25,2012-01-18,0.916,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001010,UCI-22897,OVEN MITT APPLES DESIGN,小家电,S7,锐捷制造,UCI-Retail,en,EIRE,14.5,2011-12-13,0.948,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001011,UCI-21876,POTTERING MUG,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,1.25,2011-12-13,0.969,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001012,UCI-85063,CREAM SWEETHEART MAGAZINE RACK,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,29.9,2012-01-25,0.896,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001013,UCI-21485,RETROSPOT HEART HOT WATER BOTTLE,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.95,2011-12-14,0.915,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001014,UCI-22554,PLASTERS IN TIN WOODLAND ANIMALS,饰品配件,S7,锐捷制造,UCI-Retail,en,Germany,1.65,2012-03-16,0.907,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001015,UCI-22398,MAGNETS PACK OF 4 SWALLOWS,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,6.25,2012-03-17,0.947,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001016,UCI-21537,RED RETROSPOT PUDDING BOWL,小家电,S7,锐捷制造,UCI-Retail,en,Finland,4.25,2012-03-13,0.864,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001017,UCI-35004B,SET OF 3 BLACK FLYING DUCKS,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.65,2012-02-11,0.95,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001018,UCI-22720,SET OF 3 CAKE TINS PANTRY DESIGN ,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.95,2012-01-04,0.883,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001019,UCI-22942,CHRISTMAS LIGHTS 10 SANTAS ,3C数码,S7,锐捷制造,UCI-Retail,en,EIRE,85.0,2011-12-09,0.916,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001020,UCI-POST,POSTAGE,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,7.06,2012-01-05,0.893,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001021,UCI-22624,IVORY KITCHEN SCALES,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,30.6,2012-03-23,0.934,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001022,UCI-22178,VICTORIAN GLASS HANGING T-LIGHT,3C数码,S7,锐捷制造,UCI-Retail,en,United Kingdom,60.0,2012-01-04,0.908,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001023,UCI-21533,RETROSPOT LARGE MILK JUG,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.25,2011-12-08,0.861,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001024,UCI-22776,SWEETHEART CAKESTAND 3 TIER,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,9.95,2011-12-16,0.966,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001025,UCI-22720,SET OF 3 CAKE TINS PANTRY DESIGN ,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.95,2012-02-23,0.928,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001026,UCI-21314,SMALL GLASS HEART TRINKET POT,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,2.1,2026-07-19,0.882,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001027,UCI-85150,LADIES & GENTLEMEN METAL SIGN,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,2.1,2011-12-03,0.929,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001028,UCI-22698,PINK REGENCY TEACUP AND SAUCER,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,2.95,2012-02-07,0.926,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001029,UCI-21272,SALLE DE BAIN HOOK,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,1.25,2012-03-02,0.874,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001030,UCI-21232,STRAWBERRY CERAMIC TRINKET BOX,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,1.25,2011-12-29,0.901,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001031,UCI-22383,LUNCH BAG SUKI DESIGN ,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,1.65,2012-02-23,0.877,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001032,UCI-22424,ENAMEL BREAD BIN CREAM,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,12.75,2012-03-29,0.876,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001033,UCI-22055,MINI CAKE STAND  HANGING STRAWBERY,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,1.65,2011-12-05,0.866,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001034,UCI-20803,SMALL PINK GLASS SUNDAE DISH,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,15.12,2011-12-10,0.863,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001035,UCI-22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,11.05,2011-12-13,0.876,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001036,UCI-22892,SET OF SALT AND PEPPER TOADSTOOLS,饰品配件,S7,锐捷制造,UCI-Retail,en,Germany,3.75,2012-01-21,0.908,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001037,UCI-22962,JAM JAR WITH PINK LID,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,1.7,2012-03-17,0.965,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001038,UCI-84949,SILVER HANGING T-LIGHT HOLDER,3C数码,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.95,2011-12-07,0.888,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001039,UCI-21224,SET/4 SKULL BADGES,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,7.5,2012-03-10,0.915,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001040,UCI-22440,BALLOON WATER BOMB PACK OF 35,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.2,2012-01-13,0.915,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001041,UCI-21314,SMALL GLASS HEART TRINKET POT,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,4.2,2026-08-07,0.927,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001042,UCI-35004C,SET OF 3 COLOURED  FLYING DUCKS,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,16.35,2012-01-24,0.883,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001043,UCI-21121,SET/10 RED POLKADOT PARTY CANDLES,饰品配件,S7,锐捷制造,UCI-Retail,en,Germany,30.0,2012-01-21,0.864,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001044,UCI-22386,JUMBO BAG PINK POLKADOT,服饰鞋包,S7,锐捷制造,UCI-Retail,en,United Kingdom,3.9,2011-12-07,0.917,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001045,UCI-22360,GLASS JAR ENGLISH CONFECTIONERY,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,10.2,2012-01-04,0.941,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001046,UCI-22794,SWEETHEART WIRE MAGAZINE RACK,3C数码,S7,锐捷制造,UCI-Retail,en,United Kingdom,7.95,2012-02-04,0.949,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001047,UCI-22230,JIGSAW TREE WITH WATERING CAN,饰品配件,S7,锐捷制造,UCI-Retail,en,United Kingdom,0.85,2011-12-07,0.887,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001048,UCI-21735,TWO DOOR CURIO CABINET,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,197.1,2011-12-28,0.864,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001049,UCI-85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,1.65,2012-01-02,0.957,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001050,UCI-22680,FRENCH BLUE METAL DOOR SIGN 5,小家电,S7,锐捷制造,UCI-Retail,en,United Kingdom,25.0,2011-12-07,0.91,True,无明显瑕疵,退货原因未标注（交易流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001051,TL-B57FAC77CA8CCADBCCA2335607697701,LibbySue-A Luxurious Pashmina Silk Blend Scarf,饰品配件,S7,锐捷制造,TheLook,en,US,18.0,2021-02-13,0.897,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001052,TL-0D0E307E4FFE5531D2DE1101F98992BE,Fruit Of The Loom Men's Ankle-5 Pack Socks,饰品配件,S7,锐捷制造,TheLook,en,US,10.99,2023-03-19,0.957,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001053,TL-987E7576322CF0C63ED9C3229149A2A6,Quiksilver Waypoint 22 Boardshorts White,饰品配件,S7,锐捷制造,TheLook,en,US,49.5,2022-08-10,0.87,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001054,TL-33686C2D8930BE81C843FFB7D4312605,Commando Ultimate Opaque Control Top Tights - Black - Large,饰品配件,S7,锐捷制造,TheLook,en,US,36.0,2023-04-03,0.93,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001055,TL-9F7EEFA9ACE77815CB6B9575512A0171,Weatherproof Adult Heathland 1/4 Zip Sweater Black Large,服饰鞋包,S7,锐捷制造,TheLook,en,US,38.0,2022-10-29,0.861,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001056,TL-83E8FE6279AD25F15B23C6298C6A3584,New 4 Bone Hoop Slip with 3 Ruffles Bridal Petticoat Wedding Gown Slip (CH135DS),饰品配件,S7,锐捷制造,TheLook,en,US,29.95,2022-12-25,0.955,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001057,TL-95EF1128340226D8325BA751BFAC05EB,G by GUESS Korbin Slim Jeans - Javelin Wash - 30 &a,饰品配件,S7,锐捷制造,TheLook,en,US,49.5,2022-04-28,0.934,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001058,TL-C719661049FDB28EB938384500B8AD60,Brixton Men's Hooligan Snap Cap,饰品配件,S7,锐捷制造,TheLook,en,US,34.0,2021-12-05,0.88,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001059,TL-92AF93F73FAF3CEFC129B6BC55A748A9,MJ Soffe Juniors Rugby Fleece Zip Hoodie,服饰鞋包,S7,锐捷制造,TheLook,en,US,25.0,2023-05-03,0.911,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001060,TL-34FF028FC02B773B8885B59AEE142E60,Glamourmom Nursing Bra Basic Tank,饰品配件,S7,锐捷制造,TheLook,en,US,25.0,2023-02-27,0.966,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001061,TL-416D82333549F01F83244E2439BEDC6F,626 BLUE Big & Tall Ripstop Cargo Shorts,饰品配件,S7,锐捷制造,TheLook,en,US,55.0,2022-07-26,0.88,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001062,TL-A057378E3FD83AF33775777B5183603B,Quiksilver Waterman Men's Sea-A-Sucker Boardshort,服饰鞋包,S7,锐捷制造,TheLook,en,US,65.0,2021-11-15,0.867,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001063,TL-34CE7C7C929DEF87490D7326D2A2B70F,Burnside Men's Young Armada Ripstop Short,饰品配件,S7,锐捷制造,TheLook,en,US,40.22,2021-01-02,0.891,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001064,TL-523DF5A6DB0544F3600434B9FFE68367,Slimme High Waisted Capri Leggings,饰品配件,S7,锐捷制造,TheLook,en,US,27.2,2021-07-04,0.915,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001065,TL-FE2B421B8B5F0E7C355ACE66A9FE0206,Democracy Women's Denim Jacket with Knit Contrast Sleeves,服饰鞋包,S7,锐捷制造,TheLook,en,US,68.0,2020-03-26,0.89,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001066,TL-DA5DA79FC8144F79CA907A04066EDCD2,2 PC. Ladies Black Bandeau Tankini Swimsuit,服饰鞋包,S7,锐捷制造,TheLook,en,US,34.99,2023-05-29,0.925,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001067,TL-1F5795E7B93F423C397E6F7AAFF80133,Levi's Women's Demi Curve Slim Fit Jean,饰品配件,S7,锐捷制造,TheLook,en,US,44.99,2021-09-22,0.905,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001068,TL-96A4D89BA25627B2966703BAE2947543,Rewash Denim Belted Shorts,饰品配件,S7,锐捷制造,TheLook,en,US,17.64,2022-07-18,0.928,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001069,TL-208A95C32104C4DC63991936C4BDC3B8,IZOD Men's American Chino Straight Fit Pant,服饰鞋包,S7,锐捷制造,TheLook,en,US,59.5,2022-12-16,0.898,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
RG-001070,TL-DBE2EC22CEE2BF4699CA1C0629805450,Volcom Men's EDS Pullover Hoodie,饰品配件,S7,锐捷制造,TheLook,en,US,50.0,2022-06-26,0.868,True,无明显瑕疵,退货原因未标注（订单流数据）,一致（退货原因未标注，待卖家补充）,待分析,dataset
